nama_video,label,jumlah_orang_per_frame,avg_speed,overlap_count
oW8ySS0rN4Y_0,NonFight,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 8.043326377868652, 2.051629066467285, 1.6808552742004395, 0.9697562456130981, 1.314239263534546, 1.6812903881072998, 1.2091184854507446, 1.66792631149292, 1.9708869457244873, 1.8228027820587158, 1.494158387184143, 1.5058386325836182, 1.7456120252609253, 2.1023149490356445, 1.5057439804077148]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oYFVr2kK_0,NonFight,"[13, 10, 10, 11, 9, 11, 10, 9, 11, 9, 8, 10, 9, 12, 7, 10]","[0.0, 1.8223254680633545, 1.5422208309173584, 1.2856106758117676, 1.0128544569015503, 1.2055743932724, 1.0542433261871338, 1.3675957918167114, 1.2927148342132568, 1.2425258159637451, 1.0379297733306885, 1.1101168394088745, 1.2529759407043457, 1.4490976333618164, 1.22649347782135, 1.0690761804580688]","[0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 2]"
OznqyUJq_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.7533473372459412, 0.7339565753936768, 0.5032525658607483, 0.3012758493423462, 0.662628710269928, 0.32744133472442627, 0.46231698989868164, 0.2814633548259735, 0.2874191999435425, 0.33873051404953003, 0.45570307970046997, 0.32346415519714355, 0.3666304647922516, 0.32204997539520264, 0.408896803855896]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
p19HiyCX7EQ_0,NonFight,"[4, 0, 7, 10, 6, 8, 9, 6, 8, 10, 10, 8, 8, 7, 8, 10]","[0.0, 14.673003196716309, 3.3975303173065186, 0.6592976450920105, 0.6541089415550232, 0.5917453765869141, 0.48834943771362305, 1.1016982793807983, 0.7950846552848816, 0.6523482203483582, 0.5920599102973938, 0.7359026670455933, 0.6175618767738342, 0.7148088216781616, 0.8049500584602356, 0.5530647039413452]","[0, 0, 1, 2, 1, 1, 3, 0, 2, 4, 1, 0, 1, 0, 0, 1]"
P8jyDT3M_0,NonFight,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.39361727237701416, 0.3861236274242401, 0.2316620647907257, 0.40317535400390625, 0.25024595856666565, 0.11409757286310196, 0.07560908049345016, 0.047231756150722504, 0.042972858995199203, 0.04226570576429367, 0.040032997727394104, 0.03930794447660446, 0.03277163580060005, 0.038533832877874374, 0.025593968108296394]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
p9d6QmKh_0,NonFight,"[2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0.0, 0.16369467973709106, 0.07470955699682236, 0.21812370419502258, 0.19859926402568817, 0.20564265549182892, 0.12928566336631775, 0.12234394997358322, 0.05837995558977127, 0.11588829010725021, 0.07566826790571213, 0.11209795624017715, 0.16235481202602386, 0.28071218729019165, 0.36027032136917114, 0.3999355435371399]","[0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Pe1uIhp4dAQ_0,NonFight,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3]","[0.0, 3.479098081588745, 4.45619010925293, 4.984827995300293, 2.406651258468628, 4.426809310913086, 2.5132479667663574, 1.3321205377578735, 2.7935376167297363, 2.242668628692627, 1.4768198728561401, 1.129326343536377, 3.5262932777404785, 2.1690986156463623, 3.5619325637817383, 2.8556785583496094]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1]"
Pe1uIhp4dAQ_1,NonFight,"[3, 3, 2, 1, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2]","[0.0, 5.628690242767334, 4.553986549377441, 1.6390150785446167, 4.022770404815674, 3.458892822265625, 3.504580497741699, 3.2684621810913086, 2.8103952407836914, 3.889570474624634, 4.959192752838135, 6.612733364105225, 6.201926231384277, 3.782768487930298, 3.477477550506592, 4.41937255859375]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
PFw7SeFOD04_0,NonFight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.33945757150650024, 0.3970716595649719, 0.4667009711265564, 0.5185892581939697, 0.8768700957298279, 0.9372406601905823, 0.9480806589126587, 1.0623832941055298, 1.2303433418273926, 1.66285240650177, 0.9223166704177856, 1.104681134223938, 1.045352816581726, 0.71897953748703, 0.44535166025161743]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PFw7SeFOD04_1,NonFight,"[6, 5, 3, 3, 4, 3, 6, 6, 5, 5, 5, 5, 4, 3, 3, 5]","[0.0, 1.2057989835739136, 1.630362629890442, 1.3197054862976074, 1.1540322303771973, 0.8690451383590698, 1.0070356130599976, 1.1817413568496704, 0.9768788814544678, 0.5781499743461609, 0.7856253981590271, 1.6398475170135498, 1.1989134550094604, 1.4951834678649902, 0.8719620704650879, 0.6871243715286255]","[0, 3, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
pHiqIppg_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.04917415976524353, 0.002646728651598096, 0.04061901569366455, 0.017590735107660294, 0.019367817789316177, 0.034171391278505325, 0.03190487250685692, 0.025315094739198685, 0.026205528527498245, 0.03054630197584629, 0.030221398919820786, 0.024089954793453217, 0.031721387058496475, 0.0190542284399271, 0.01570291444659233]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pinuwjwm_0,NonFight,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[0.0, 0.2896502614021301, 0.2757740914821625, 0.18043772876262665, 0.2127988040447235, 0.1759577840566635, 0.32886627316474915, 0.17788924276828766, 0.3222137987613678, 0.13457253575325012, 0.1952410340309143, 0.4065445065498352, 0.29966381192207336, 0.1906583309173584, 0.7076030373573303, 0.5924402475357056]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
PJDdPv2b9-s_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.5165035128593445, 0.5571435689926147, 0.38334184885025024, 0.42565348744392395, 0.356969952583313, 0.40360933542251587, 0.5897564888000488, 0.5924230813980103, 0.5380129814147949, 0.5690770149230957, 0.5011683702468872, 0.49442142248153687, 0.5412660241127014, 0.5011729001998901, 0.5457838773727417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PJDdPv2b9-s_1,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.5653534531593323, 0.9017323851585388, 0.873904287815094, 1.0785870552062988, 0.8706591725349426, 0.9555003046989441, 1.0881094932556152, 0.7885339856147766, 0.5858299136161804, 0.5120879411697388, 0.6255419254302979, 0.5406327843666077, 0.4242532551288605, 0.34410497546195984, 0.28828397393226624]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pKOUG5AqLpY_0,NonFight,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2]","[0.0, 0.6517245173454285, 0.5415671467781067, 0.37624192237854004, 0.1947927325963974, 0.06309249252080917, 0.3004119098186493, 0.20939475297927856, 0.1328682005405426, 0.09450498223304749, 0.11572147160768509, 0.1396656483411789, 0.2976897358894348, 0.25145089626312256, 0.46746569871902466, 0.6372243762016296]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pKOUG5AqLpY_1,NonFight,"[1, 1, 2, 2, 2, 2, 3, 3, 2, 3, 4, 3, 4, 2, 3, 3]","[0.0, 0.7242778539657593, 0.6961705088615417, 0.6086563467979431, 0.6709892153739929, 0.6293991208076477, 0.938180148601532, 1.2198302745819092, 1.2287639379501343, 1.1806073188781738, 1.4549282789230347, 0.7971949577331543, 1.0587975978851318, 1.2791298627853394, 1.0373817682266235, 0.9624613523483276]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1]"
pLb6Zimq_0,NonFight,"[2, 1, 2, 3, 2, 1, 1, 0, 1, 2, 1, 1, 1, 1, 2, 2]","[0.0, 0.1868116408586502, 0.2833523452281952, 0.6243996620178223, 0.652586817741394, 1.0541038513183594, 0.4226692318916321, 0.21285855770111084, 0.31394514441490173, 0.12954097986221313, 0.17906513810157776, 0.1769905686378479, 0.1426650881767273, 0.13147199153900146, 0.0925050675868988, 0.20350758731365204]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PNoO9WGJ_0,NonFight,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0.0, 0.7997746467590332, 1.124754786491394, 0.8640195727348328, 1.2093507051467896, 1.1117169857025146, 1.6501967906951904, 2.103222131729126, 1.6164485216140747, 1.1006001234054565, 0.7492071390151978, 0.9174279570579529, 0.7846691608428955, 1.049713134765625, 0.9845356345176697, 0.6440336108207703]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PqB7UvdW_0,NonFight,"[3, 4, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3]","[0.0, 0.09429030865430832, 0.08903747797012329, 0.10006594657897949, 0.075157530605793, 0.07682815939188004, 0.07230061292648315, 0.0707247257232666, 0.07917273789644241, 0.16392354667186737, 0.10281283408403397, 0.0853869616985321, 0.08108427375555038, 0.11966696381568909, 0.07853078842163086, 0.07803080976009369]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pqvGKGz7_0,NonFight,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0.0, 0.08167427778244019, 0.05526150390505791, 0.15902471542358398, 0.08881935477256775, 0.40345194935798645, 0.7165250778198242, 0.9907042384147644, 0.846491277217865, 1.5735805034637451, 0.6700721383094788, 0.3817492127418518, 0.232465460896492, 0.19681203365325928, 0.3364904224872589, 0.3250236213207245]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pr8yRPMO_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.8068430423736572, 1.3555810451507568, 1.8515336513519287, 2.1323933601379395, 1.9883040189743042, 1.5406545400619507, 1.3936707973480225, 1.1228934526443481, 1.0581002235412598, 2.216768264770508, 2.2972030639648438, 2.6535701751708984, 2.593057632446289, 2.041196584701538, 2.7019217014312744]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PTy2vx8Ejas_0,NonFight,"[3, 1, 2, 5, 1, 3, 3, 4, 1, 2, 7, 4, 1, 3, 2, 3]","[0.0, 4.327727794647217, 3.923741579055786, 3.6186752319335938, 4.1998114585876465, 3.0792155265808105, 3.9305219650268555, 3.344630002975464, 3.851541042327881, 5.002939224243164, 3.376051902770996, 4.359738826751709, 4.6681809425354, 4.221052646636963, 3.4319980144500732, 3.365074396133423]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
pU9BTy7h_0,NonFight,"[2, 5, 3, 4, 3, 4, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2]","[0.0, 1.3778830766677856, 1.5524407625198364, 1.235990047454834, 0.9109668731689453, 1.4358749389648438, 1.4185432195663452, 1.3739993572235107, 0.6287081837654114, 0.4535297751426697, 0.6455550789833069, 0.3656022548675537, 0.15388718247413635, 0.06555470079183578, 0.02975345589220524, 0.013168158940970898]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PxhG17WC_0,NonFight,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.7148093581199646, 0.9417845606803894, 1.0813485383987427, 0.5974206328392029, 1.5402222871780396, 2.0341222286224365, 1.1370823383331299, 1.257397174835205, 1.593418836593628, 1.279231309890747, 2.000166416168213, 1.3836345672607422, 1.1794242858886719, 1.2231346368789673, 1.3310036659240723]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
q2yEYFD5_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 1.5990923643112183, 1.7994980812072754, 1.2166253328323364, 1.4313392639160156, 1.68754243850708, 1.8729239702224731, 1.938877820968628, 2.2207891941070557, 2.912980318069458, 3.9533944129943848, 2.038011074066162, 4.414504528045654, 1.9440157413482666, 2.2649459838867188, 1.7756984233856201]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
q78eIX56_0,NonFight,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[0.0, 0.5195590257644653, 0.7720390558242798, 0.7850678563117981, 0.5232301950454712, 0.32698217034339905, 0.9593124389648438, 1.0772298574447632, 0.9238593578338623, 0.6815882921218872, 0.45852065086364746, 0.6584920883178711, 0.5057579278945923, 0.6426441669464111, 0.7397639751434326, 0.5117264986038208]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Q876qiBJYfA_0,NonFight,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.202126607298851, 0.21826700866222382, 0.1489236205816269, 0.1513206511735916, 0.22982707619667053, 0.16881749033927917, 0.16946546733379364, 0.16495957970619202, 0.1686677783727646, 0.15420131385326385, 0.1989142745733261, 0.1706656515598297, 0.1519125998020172, 0.16732457280158997, 0.15322276949882507]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Q876qiBJYfA_1,NonFight,"[2, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.16767872869968414, 0.23483934998512268, 0.16211584210395813, 0.17569993436336517, 0.14633221924304962, 0.1608484834432602, 0.14945346117019653, 0.19957874715328217, 0.16627052426338196, 0.16298016905784607, 0.1493474245071411, 0.1590089052915573, 0.1373928040266037, 0.126647487282753, 0.19852639734745026]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Q876qiBJYfA_2,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.16684265434741974, 0.12863460183143616, 0.20677447319030762, 0.15781767666339874, 0.23579172790050507, 0.24866333603858948, 0.1945575624704361, 0.17218196392059326, 0.1561402529478073, 0.1643957495689392, 0.1929944008588791, 0.1644834578037262, 0.1686081737279892, 0.15495523810386658, 0.17231662571430206]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
QCgEbCBH_0,NonFight,"[3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 2, 3, 2, 2]","[0.0, 0.45736220479011536, 0.29121968150138855, 0.2458374798297882, 0.24748079478740692, 0.25192683935165405, 0.3830716907978058, 0.5245432257652283, 0.5448327660560608, 0.6178098320960999, 0.5815385580062866, 0.4194819927215576, 0.40094634890556335, 0.47935304045677185, 0.6787161231040955, 0.8715104460716248]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]"
qEeRHumV_0,NonFight,"[9, 7, 9, 9, 7, 9, 7, 7, 6, 7, 9, 8, 9, 5, 6, 6]","[0.0, 0.4169367849826813, 0.2651454210281372, 0.13530415296554565, 0.13482025265693665, 0.10434579849243164, 0.11374720185995102, 0.10960619896650314, 0.10440000891685486, 0.16533227264881134, 0.20634834468364716, 0.2993321716785431, 0.21136349439620972, 0.16617868840694427, 0.13041862845420837, 0.15041625499725342]","[4, 1, 5, 5, 1, 2, 1, 2, 0, 2, 4, 4, 3, 1, 1, 0]"
qIRZ4SMf_0,NonFight,"[3, 3, 4, 5, 3, 3, 3, 3, 3, 4, 2, 2, 2, 1, 3, 2]","[0.0, 1.958618402481079, 0.8602991700172424, 0.2474096417427063, 0.21597053110599518, 0.21108070015907288, 0.22831153869628906, 0.3219197988510132, 0.7236588597297668, 1.6241084337234497, 2.71962308883667, 2.846450090408325, 1.7297106981277466, 0.49432575702667236, 0.5092666149139404, 0.4929656386375427]","[0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
qmvilMkD57M_0,NonFight,"[2, 3, 2, 1, 2, 3, 3, 2, 1, 1, 1, 2, 1, 2, 2, 1]","[0.0, 1.9559884071350098, 1.471830129623413, 2.2029240131378174, 2.5730013847351074, 3.213409185409546, 1.9328886270523071, 2.3101279735565186, 1.9605207443237305, 1.7334092855453491, 1.2742849588394165, 1.5531781911849976, 1.4548735618591309, 2.126568078994751, 1.7749521732330322, 1.7985790967941284]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
qmvilMkD57M_1,NonFight,"[4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1]","[0.0, 2.798137664794922, 3.2908880710601807, 3.412508487701416, 2.9492526054382324, 2.1962661743164062, 2.0419981479644775, 2.4926536083221436, 2.4922726154327393, 2.351679801940918, 1.8789438009262085, 1.2298810482025146, 1.1918672323226929, 0.2735515236854553, 1.0965875387191772, 0.7840048670768738]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
qnpure5G_0,NonFight,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 3, 4]","[0.0, 0.5316998362541199, 0.7418974041938782, 2.2314231395721436, 1.6245579719543457, 0.4734649062156677, 0.3068460524082184, 0.1103767529129982, 0.18861965835094452, 0.09096792340278625, 0.09137557446956635, 0.34941351413726807, 0.3118703067302704, 0.1001841202378273, 0.07137862592935562, 0.09585699439048767]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Qqfn1urQ_0,NonFight,"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0834333747625351, 0.06003958359360695, 0.07487419992685318, 0.06913258135318756, 0.12968960404396057, 0.0737730860710144, 0.05826495960354805, 0.07789153605699539, 0.06952149420976639, 0.06788048148155212, 0.06280838698148727, 0.052957408130168915, 0.0743655189871788, 0.06131857633590698, 0.050473615527153015]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
qrBAhb8K_0,NonFight,"[7, 6, 7, 7, 9, 8, 7, 6, 8, 8, 9, 9, 10, 9, 8, 8]","[0.0, 2.61763334274292, 2.4333536624908447, 1.826725721359253, 1.5293751955032349, 2.7013463973999023, 2.313011646270752, 3.6615986824035645, 3.120823383331299, 1.8837714195251465, 1.370315670967102, 1.256767988204956, 1.4455560445785522, 1.0100926160812378, 0.9890541434288025, 1.0766750574111938]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1]"
qrWTk-2a13o_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.269533395767212, 1.1389474868774414, 0.8893477320671082, 0.6249542236328125, 0.43785616755485535, 0.31420859694480896, 0.08779340237379074, 0.12055133283138275, 0.19700592756271362, 0.06550619751214981, 0.13345694541931152, 0.09401287138462067, 0.1233874261379242, 0.09144081920385361, 0.12822522222995758]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
qrWTk-2a13o_1,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 2, 0, 0, 0]","[0.0, 0.18793411552906036, 0.24481959640979767, 0.2890562415122986, 0.12786458432674408, 0.2147550731897354, 0.4142966568470001, 0.13418631255626678, 0.26701903343200684, 0.21860946714878082, 0.16128063201904297, 0.15354762971401215, 0.3053920269012451, 0.3635542690753937, 0.3673316240310669, 0.2666465640068054]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
qrWTk-2a13o_2,NonFight,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 1]","[0.0, 0.3564609885215759, 0.12537170946598053, 0.14825165271759033, 0.04056853428483009, 0.040994346141815186, 0.06386161595582962, 0.1830938756465912, 0.18889571726322174, 0.08153590559959412, 0.09449406713247299, 0.11559265106916428, 0.1277928650379181, 0.13190561532974243, 0.22853627800941467, 0.13214197754859924]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
QUGT4a6qcJs_0,NonFight,"[3, 2, 2, 1, 3, 2, 2, 2, 3, 3, 2, 3, 4, 3, 3, 4]","[0.0, 0.5034036636352539, 0.43127888441085815, 0.5173715353012085, 1.3379859924316406, 0.8965622782707214, 0.5080280303955078, 0.4583899676799774, 0.4482393264770508, 0.31972363591194153, 0.2870018482208252, 0.23290114104747772, 0.24403409659862518, 0.5938223600387573, 0.3952227830886841, 0.32331371307373047]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
QzNWGaQi_0,NonFight,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0.0, 0.0686902403831482, 0.00841615442186594, 0.05344090610742569, 0.021210309118032455, 0.021450037136673927, 0.0322449617087841, 0.051028672605752945, 0.019088635221123695, 0.07336150109767914, 0.02581745758652687, 0.06502313911914825, 0.04986552894115448, 0.01925158128142357, 0.07293829321861267, 0.023363040760159492]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
R1A_AxUKosk_0,NonFight,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0.0, 0.33470863103866577, 0.2832634150981903, 0.4077147841453552, 0.5092975497245789, 1.1816632747650146, 0.4074495732784271, 0.5403519868850708, 0.4223877489566803, 0.7120071053504944, 0.5881264209747314, 1.0806634426116943, 0.5631926655769348, 0.3867296576499939, 0.5059322118759155, 0.7744508981704712]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
R1A_AxUKosk_1,NonFight,"[0, 0, 0, 1, 1, 0, 0, 2, 2, 2, 1, 2, 1, 0, 3, 0]","[0.0, 2.708087682723999, 3.603672742843628, 2.6717941761016846, 5.924045562744141, 5.124800205230713, 2.588751792907715, 1.3615306615829468, 0.9867086410522461, 1.1600767374038696, 1.0667378902435303, 1.4068491458892822, 1.4061659574508667, 1.8323636054992676, 0.9289529919624329, 1.341027021408081]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
R2x2rOWh_0,NonFight,"[2, 4, 3, 4, 6, 3, 5, 3, 5, 6, 5, 5, 5, 6, 3, 3]","[0.0, 0.13688510656356812, 0.10796160250902176, 0.10843757539987564, 0.09700201451778412, 0.1274702548980713, 0.09993930906057358, 0.11742698401212692, 0.12335426360368729, 0.14319801330566406, 0.1183297336101532, 0.12253209203481674, 0.14384019374847412, 0.19406382739543915, 0.19473861157894135, 0.2005150020122528]","[0, 1, 0, 0, 5, 0, 3, 0, 1, 3, 0, 1, 1, 3, 0, 0]"
r8PX3ZJ1_II_0,NonFight,"[0, 0, 0, 1, 0, 1, 2, 2, 3, 1, 1, 1, 2, 1, 1, 2]","[0.0, 5.361978530883789, 2.9704196453094482, 5.507264614105225, 3.540405750274658, 5.834944248199463, 4.796280384063721, 0.03715452551841736, 0.01742214523255825, 0.012963949702680111, 0.0070852795615792274, 0.0047099716030061245, 0.003821421880275011, 0.0038795890286564827, 0.0037792252842336893, 0.0039963992312550545]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
rbByyS4o_0,NonFight,"[2, 1, 2, 3, 2, 5, 3, 2, 2, 4, 1, 2, 2, 2, 2, 2]","[0.0, 0.5165501236915588, 0.2900211811065674, 0.8683445453643799, 0.5412919521331787, 1.3747870922088623, 1.3221484422683716, 1.3458874225616455, 1.0293939113616943, 0.6229884028434753, 0.5626054406166077, 0.2980443239212036, 0.08050058037042618, 0.053072378039360046, 0.07721956819295883, 0.055913981050252914]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
RbpXgk5M1S0_0,NonFight,"[3, 3, 3, 2, 2, 3, 3, 3, 4, 3, 2, 2, 2, 2, 5, 4]","[0.0, 2.408430576324463, 2.742706060409546, 1.7289522886276245, 3.67292857170105, 2.1821792125701904, 1.7772438526153564, 1.02751886844635, 1.1677356958389282, 1.4216355085372925, 1.561447024345398, 2.08147931098938, 2.3808600902557373, 1.9810236692428589, 2.2445640563964844, 2.3782434463500977]","[0, 0, 1, 0, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 1, 1]"
RbpXgk5M1S0_1,NonFight,"[3, 3, 3, 7, 8, 4, 4, 8, 8, 7, 8, 8, 8, 5, 7, 5]","[0.0, 0.8531560897827148, 1.1158708333969116, 1.5237332582473755, 1.3991577625274658, 1.48711359500885, 1.7778621912002563, 1.7295717000961304, 2.087191343307495, 2.495391845703125, 1.3289704322814941, 1.501373529434204, 2.013396739959717, 2.0243358612060547, 1.6414536237716675, 1.834660530090332]","[0, 0, 0, 1, 3, 0, 0, 3, 3, 2, 1, 2, 2, 0, 0, 0]"
RbpXgk5M1S0_2,NonFight,"[3, 1, 0, 2, 1, 1, 1, 1, 2, 4, 5, 4, 0, 1, 3, 3]","[0.0, 1.1881837844848633, 1.833038330078125, 1.0058166980743408, 1.1441173553466797, 0.9423866868019104, 1.4729467630386353, 1.8306244611740112, 1.4814375638961792, 1.825897455215454, 2.6181695461273193, 1.526193618774414, 1.740593671798706, 2.197455406188965, 1.8523248434066772, 0.9628622531890869]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
RFAA8QO7_0,NonFight,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 3]","[0.0, 0.19434022903442383, 0.19336266815662384, 0.16286779940128326, 0.11345735937356949, 0.0676286369562149, 0.08518827706575394, 0.15568451583385468, 0.3271544277667999, 0.9337199926376343, 1.2886505126953125, 2.2633047103881836, 2.2538974285125732, 3.8615262508392334, 2.9067585468292236, 2.484802722930908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
